,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接
11,21,整租,远见名苑 1室0厅 5300元,2019-03-01,BJ2202648182323167232,https://ke-image.ljcdn.com/ehr-personnel/201810251330483158H18KVIX.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/1c2e9902-f4b7-45ab-99e8-2d7ac2695c9b.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/a3ffab79-43bf-43ec-ba32-450d8415fc2d.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/931158a5-9b76-4cd0-bdae-d5874f4e79f4.jpg.780x439.jpg""]",5300,"[""近地铁"", ""精装"", ""随时看房""]",1室0厅1卫,47,东,,,720,1080,低楼层,24,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,0,1,0,,,,https://bj.zu.ke.com/zufang/BJ2202648182323167232.html
12,23,整租,甘家口小区 2室1厅,2019-04-11,BJ2232147027876388864,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927634564/4dc244fd1cafd40441a81485eba72f0d.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927634779/bea40a6667959d079aa9782f5170cb74.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927634564/0c3e4e0b2b0ba31a7474b45f1f5d62ab.jpg.780x439.jpg""]",7590,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,65,南,,,暂无数据,暂无数据,1,9,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,1,1,1,0,1,0,1,1,0,,,这是一套两居室，房源地处甘家口地区热点地区，周围配套设施完善，紧邻甘家口大厦，房屋全新装修品质高！周边交通设施完善，出行方便，时尚的装修风格，适合爱自拍的你。清风徐来，心情舒畅，美好的生活从这里开始，我在自如等您。,https://bj.zu.ke.com/zufang/BJ2232147027876388864.html
13,25,整租,三环新城6号院 2室1厅 8000元 复式,2019-03-01,BJ2202913628917866496,https://ke-image.ljcdn.com/ehr-personnel/20180822162208940YPUIXQHW.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-2f86aaee-adf4-4547-b940-9f5c56273bc4.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-87be9ff9-dd77-4b04-9295-b457b4a37f0f.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-d360c415-90e0-4197-8088-4b7480932134.jpg.780x439.jpg""]",8000,"[""近地铁"", ""随时看房""]",2室1厅1卫,97,南 北,,,360,720,低楼层,10,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2202913628917866496.html
14,27,整租,小南庄甲26号院 1室1厅 6500元,2019-03-09,BJ2203586592495370240,https://ke-image.ljcdn.com/ehr-personnel/20180822151857503VKMJ0XUN.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/609655c8-bf2f-49f8-90bb-82c2d5e7963e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/e6befef6-d723-418f-9b67-ed0e628dc8d6.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/084d21da-1596-4bf4-aed6-1e1edf2039b2.jpg.780x439.jpg""]",6500,"[""近地铁"", ""集中供暖"", ""随时看房""]",1室1厅1卫,42,南 北,,,720,1080,中楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2203586592495370240.html
15,29,未知,宣武门西大街 3室1厅 15500元,2019-03-03,BJ2204359618200092672,https://ke-image.ljcdn.com/ehr-personnel/20190302154705794VYF8ZRRB.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/cc9aae0b-e684-49e8-9563-f8cf3aef0810.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/bcb86323-5ed2-466a-8df8-c9fdbdb3157c.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/c93eb927-139c-4a6f-9050-d2d8d28e7bfe.jpg.780x439.jpg""]",15500,"[""近地铁"", ""集中供暖"", ""随时看房""]",3室1厅1卫,89,西南,,,暂无数据,暂无数据,高楼层,16,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2204359618200092672.html
16,31,整租,621小区 2室1厅,2019-04-11,BJ2232147514281164800,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927692298/4b17478e7f1a6d5dfc4a9c185f5a9e4b.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927692496/6f7b20543b68841a69d24f6ee957840e.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927692299/c134c383bee7a1b7203d70f3b93ab143.jpg.780x439.jpg""]",6660,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,41,南,,,暂无数据,暂无数据,2,5,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,"海淀区清河朱房村北（）9号楼7门201京房权证海私成字第09长城润滑油家属楼, 中国石化润滑油清河社区8950号海淀621小区13号楼1单元2层2017门201京房化后户型数量(卧-起居室-厨-卫)：",https://bj.zu.ke.com/zufang/BJ2232147514281164800.html
17,33,整租,益明园 1室0厅 4600元,2019-04-06,BJ2204763830104629248,https://ke-image.ljcdn.com/ehr-personnel/20180823143753233FZFM88KK.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/4ab351b6-9c53-4db1-8edd-4148f5ea17f9.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/12194fb4-4a59-4fd3-a4ae-a95b6ffd9c67.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/bca76b8a-9d22-4a2c-ae30-d72933392a7c.jpg.780x439.jpg""]",4600,"[""近地铁"", ""精装"", ""随时看房""]",1室0厅1卫,43,南,,,720,1080,中楼层,10,暂无数据,民电,随时入住,一般下班后可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2204763830104629248.html
18,35,整租,永安东里 2室1厅 7000元,2019-03-05,BJ2205563724814106624,https://ke-image.ljcdn.com/ehr-personnel/2018082214262657425BQSJ7W.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/2c6d722d-2c84-43cd-a9c1-db5e80bd9307.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/df2e07ec-641e-4897-bbae-cc2bbb342cf5.JPG.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/9ddb5c4f-faca-4daf-b621-cc4f2acf7f55.JPG.780x439.jpg""]",7000,"[""近地铁"", ""集中供暖"", ""随时看房""]",2室1厅1卫,71,南 北,,,360,720,低楼层,6,暂无数据,民电,随时入住,一般下班后可看,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2205563724814106624.html
19,37,整租,大柳树13号院 2室1厅,2019-04-11,BJ2232147578898612224,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927699974/6561d175b13b47f69f48f6418f8d3af4.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927700158/c42fabd502ad0173e822b0108e84e9f5.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927699974/ad6ef8e8e0ebd3a83abb1055fec39435.jpg.780x439.jpg""]",8130,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,61,南,,,暂无数据,暂无数据,6,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,房间为南北通透两居室，主卧室有独立阳台，且阳台面积大，阳光照进屋里非常的舒适，与周边一般两居居室相比，房源优点是有面积偏大的客厅，平日里一家三口吃饭，孩子玩乐都有空间了，小区周边有交通大学，财经大学等，如果您喜欢书香的氛围，这里就是您居家的好去处，欢迎您的入住。,https://bj.zu.ke.com/zufang/BJ2232147578898612224.html
20,39,整租,纯南向的一居室，保持干净，二层，出行方便,2019-03-05,BJ2205604537807675392,https://ke-image.ljcdn.com/ehr-personnel/20180822104533733PTF4M4QO.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/fb2cffa5-a2f5-4dd8-9c88-21b77d144912.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/38006d4d-de23-4d9c-a0ba-56a02625203f.JPG.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/b66442a7-ed1f-4eab-8d60-ecdf9bce3518.JPG.780x439.jpg""]",3500,"[""近地铁"", ""集中供暖"", ""随时看房""]",1室0厅1卫,43,南,,,720,1080,低楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,0,1,1,,,"【房源亮点】 此房是纯南向的一居室，保持比较干净，适合于生活，采光较好；房子是二层的，出行较方便；此房坐落位置不把边不临街，适合于居住。
【交通出行】 此房所在小区有南门、西门和北门且小区的北门附近设有公交站牌和北京交通公共自行车，交通出行较方便。
【周边…",https://bj.zu.ke.com/zufang/BJ2205604537807675392.html
21,41,整租,新城国际，三期loft户型，精装修 复式,2019-03-08,BJ2206302040790417408,https://ke-image.ljcdn.com/ehr-personnel/20180822172035313EYXVIFFE.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/d0ddb0a7-d655-485e-b06a-66a2b3cf4119.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/edd27274-00a3-425e-b607-ca76a00a3b30.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/c3a2891d-1834-4cc9-903f-a885170b8c76.jpg.780x439.jpg""]",27000,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""随时看房""]",1室1厅2卫,137,东北,,,暂无数据,暂无数据,低楼层,31,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,0,1,1,1,1,0,1,0,,,"【户型介绍】 三期loft户型，下面是客厅，开放式厨房，上面是卧室带一个书房。
【交通出行】 地铁线路有10号线金台夕照站、6号线东大桥站、1号线国贸站。公交站关东店站有:98、101、112、118、140、615、650。东至东三环快速干道，西至东大桥路，南至建国…",https://bj.zu.ke.com/zufang/BJ2206302040790417408.html
22,43,未知,铁二区 1室1厅 6700元,2019-03-06,BJ2206407280465805312,https://ke-image.ljcdn.com/ehr-personnel/20180921191524534M6DZUMN9.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/test-215a6849-6b6a-448c-a1fb-0449d1c81d04.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/test-8c8d854a-3196-442b-be08-4f27afc9a16d.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/test-cd4317c6-30dc-41f9-ab58-6acf7a990c09.png.780x439.jpg""]",6700,"[""近地铁"", ""集中供暖"", ""随时看房""]",1室1厅1卫,44,南,,,暂无数据,暂无数据,低楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2206407280465805312.html
23,45,整租,景泰西里 2室1厅,2019-04-11,BJ2232147954801065984,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927744258/dd32d6bed68af8748512ecff82ce5bc3.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927744470/1b616250e989958cbdc021b93d09c7ef.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927744258/a911ba464a29d8fc0074d2c02f29d004.jpg.780x439.jpg""]",6260,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,46,东,,,暂无数据,暂无数据,4,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,此房间为正规二室一厅，给您 一个家的感觉，私密的个人空间，给你一个不一样的居住体验，繁忙的一日回到家，让您卸掉一身的疲惫，享受家的温暖，来吧，看看这个属于你的不一样的家，这里会给您一个不一样的家的体验，这里只要你来便会爱上的地方,https://bj.zu.ke.com/zufang/BJ2232147954801065984.html
24,47,整租,车道沟 精装一居室 拎包入住 采光好,2019-03-07,BJ2206981719381786624,https://ke-image.ljcdn.com/ehr-personnel/20180823152903543ORCPM800.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/test-e72a1794-4526-4b1f-b311-c9df8e28a887.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/test-2cbe356d-11ac-4d71-81b3-7c16db6fe53f.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/test-acceaadd-c078-49dd-8ccf-2f67c48c3b0b.jpeg.780x439.jpg""]",6000,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,52,南,,,360,720,高楼层,17,暂无数据,民电,2019-05-01,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【房源亮点】 房子南向一居室，精装修，家具家电齐全，业主诚心出租，看房方便，业主把钥匙委托我们公司了。
【交通出行】 公交：114路、334路、347路、360快、360路、437路、482路、632路、658路、714路、特10路、夜12路、运通104线、运通109…",https://bj.zu.ke.com/zufang/BJ2206981719381786624.html
25,49,整租,简单装修，为你而选，为你为家。。,2019-04-07,BJ2207129905241014272,https://ke-image.ljcdn.com/ehr-personnel/20180824152958098R71LET75.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/a7c8f6c5-9a68-4845-bd35-d3d21c1cb64b.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/8d1c6eea-2bfc-4377-b889-d73cb7af925f.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/a9224067-15c2-4c3c-b553-59f63ccda8d4.jpg.780x439.jpg""]",5000,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,44,南,,,720,1080,低楼层,16,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【房源亮点】 劲松九区， 户型方正一居室， 简单装修， 随时入住，采光好。
【交通出行】 小区门口就是公交站光明桥东站，有29路;34路;35路;41路;52路;72路;91路;561路;638路;674路;特3路;夜19路等。出了小区往北走39米（百度显示）就是二环…",https://bj.zu.ke.com/zufang/BJ2207129905241014272.html
26,51,整租,左家庄东里 2室1厅,2019-04-11,BJ2232149560833351680,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927935533/d289ac2fb7dbf868a098fefa0903d6d0.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927935732/1dce04626e8e055198c78b1f76b902b1.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554927935533/18f09b7a3c2659226cc59a06a7bd075f.jpg.780x439.jpg""]",7360,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,50,南,,,暂无数据,暂无数据,9,21,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,南向整租两居室，房间宽敞明亮，阳光满满。配备有新的家具家电，通风也好，休闲时间更自如。房子出行方便，到三元桥、亮马桥、东直门工作都很方便。每月有专门的保洁，专业的维修，为您的居住保驾护航。清语的装修风格高档大气，好生活，选自如，让您的生活更美好。,https://bj.zu.ke.com/zufang/BJ2232149560833351680.html
27,53,未知,门楼巷 3室1厅 7500元,2019-03-07,BJ2207199374390599680,https://ke-image.ljcdn.com/ehr-personnel/20180822115442303C97JDOSM.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-5b9a1ad4-aeea-4603-93b2-494c7df0fed1.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/prod-6d44f53e-0abd-48df-bc52-a6353bc99de0.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-fa59d968-b903-445d-96ab-c2b56dc442b3.jpg.780x439.jpg""]",7500,"[""近地铁"", ""集中供暖"", ""随时看房""]",3室1厅1卫,71,南,,,暂无数据,暂无数据,高楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2207199374390599680.html
28,55,整租,贾家花园小区 2室1厅 4800元,2019-03-08,BJ2207810463671263232,https://ke-image.ljcdn.com/ehr-personnel/20180823172229680GUXL3ZCD.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/89029e88-d965-4fb2-b310-bf07892f1ece.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/80c4fc6d-3bcd-408e-b151-da73da9bdf51.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/3eed7d0f-ef25-41d4-83d3-a217cf34401f.JPG.780x439.jpg""]",4800,"[""近地铁"", ""集中供暖"", ""随时看房""]",2室1厅1卫,65,南 北,,,3年以上,3年以上,高楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,0,1,1,1,1,1,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2207810463671263232.html
29,57,未知,香河园街 2室1厅 8000元,2019-03-09,BJ2208425226113654784,https://ke-image.ljcdn.com/ehr-personnel/20180822111737249HGNC3KEG.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/ddd769c9-d33b-49a5-933a-33b23e0991b5.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/6e3b716c-1c38-4a99-8b27-77827fbf6275.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/f52222f6-5769-4845-af73-67b9731129bd.jpg.780x439.jpg""]",8000,"[""近地铁"", ""集中供暖"", ""随时看房""]",2室1厅1卫,58,东 南,,,暂无数据,暂无数据,低楼层,16,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2208425226113654784.html
30,59,整租,蓟门北里 2室1厅,2019-04-11,BJ2232327967634366464,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554949203938/3532908a97567e30b1701cde10be325b.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554949203938/472b142911c5c467daa02de60015bc10.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1554949203938/da6ca1e195238b0039f732bed132d19d.jpg.780x439.jpg""]",7990,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,57,西南,,,暂无数据,暂无数据,6,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,南北向超大的面积两居，温馨的环境，小客厅配置餐桌，一家人可以在一起就餐，满足您对品质生活的追求， 下午三点蜷缩在屋子的南向窗户旁，沐浴在午后整点的45度阳光，想着你开门到我身旁竟需要15秒，突然感觉距离广阔，,https://bj.zu.ke.com/zufang/BJ2232327967634366464.html
